0.27657822	0.35145774	-0.42515603	-0.5359047	0.44214663	0.51165205	-0.022528136	0.5599339	-0.06483486	-0.12427659	0.12520781	-0.22011158	-0.28594074	0.433051	-0.40273365	0.21623336
0.39679313	0.32671484	0.18968941	-0.4134463	-0.039652318	0.03633894	0.19644858	-0.09145392	0.2873519	0.18768443	-0.55212426	0.36494663	0.098125555	-0.047447577	0.17667589	0.39092112
0.32860708	0.42722654	0.10516488	-0.1351896	0.124902874	-0.13751101	0.3382405	0.046744958	0.12421187	0.06813904	-0.059519015	-0.0010978775	-0.16433594	-0.0023860042	-0.033936642	0.19387893
0.074705094	0.38059837	0.20907396	-0.03868779	0.11640488	-0.29822186	0.09962361	0.12423456	-0.18197525	-0.3145165	0.1162918	-0.17000586	-0.023015797	-0.00064525864	-0.11025328	0.40663582
0.3479912	0.25101808	-0.18856011	-0.47160307	0.01240123	0.25450572	-0.08147383	0.21481413	-0.0027629705	-0.14927436	-0.26102683	0.16776513	-0.037752572	0.27211505	0.07068793	0.06472791
0.5296214	0.014952859	0.34991682	-0.5893977	-0.3918803	-0.12587534	0.071859986	-0.32802162	0.2539286	0.062757514	-0.71920305	0.5496653	0.4647729	0.05242581	0.396363	0.1458709
0.14985946	0.36263976	0.14392139	-0.3282825	0.17017527	0.024468826	-0.07668023	0.24839689	0.20714852	0.09389714	-0.24722466	0.05636814	0.054222472	-0.08607524	-0.12384922	0.45939097
0.38877252	0.26796457	0.008811107	-0.28840092	-0.0067012506	0.05363378	0.14360768	0.05197411	0.21588483	0.14057684	-0.3337964	0.19228168	-0.0830619	0.059624802	0.086294465	0.13984399
-0.026238507	0.2842088	0.39513558	0.09449256	-0.179569	-0.3949587	0.050458886	-0.21718322	0.2577868	0.16370095	-0.3561379	0.24510811	0.370477	-0.32074115	0.20220305	0.5025753
0.32658625	0.34308067	-0.26528168	-0.38561323	0.5604019	0.54395515	0.26197097	0.3326744	0.6506495	0.6690222	-0.5394973	0.15566464	-0.4154825	0.019124355	-0.31447858	0.287415
-0.12528889	0.25296405	0.15259804	-0.14854568	0.22735362	0.03557076	-0.2244879	0.25084066	0.30235744	0.22254929	-0.050228197	-0.03161114	0.15467915	-0.23195232	-0.28879133	0.6233316
-0.029761644	0.4989207	0.46157247	0.36522692	0.057222802	-0.6536202	0.42347372	-0.26471835	0.018465418	-0.0059788944	0.26967236	-0.22411735	-0.07693658	-0.24695234	-0.121566795	0.2068793
0.14535555	0.26578742	0.027346103	-0.2964392	0.060716514	0.02371261	-0.0147517305	0.1809719	-0.0017780478	-0.09685692	-0.08521269	-0.046650354	0.06332943	0.06919007	-0.058200303	0.279997
0.3145499	0.34573817	-0.10053769	-0.2772383	0.24021435	0.24774522	0.006498102	0.22155297	0.21860301	0.1601892	-0.19305098	-0.013225151	-0.14232549	0.14002208	-0.16770676	0.16058296
0.32255134	0.49456316	-0.26855984	-0.26823416	0.37568802	0.20995297	0.3363544	0.33665296	-0.13528015	-0.15945646	0.16440721	-0.29637378	-0.33619177	0.3207802	-0.3589722	-0.07885655
-0.018129533	0.29314888	-0.20806767	-0.09103232	0.13442673	-0.29095742	0.053877674	0.4352019	-0.66988724	-0.69323623	0.50244915	-0.36404616	-0.26397687	0.5026773	-0.24970135	-0.2890356
